,comment,date,+/-
2673,"This is the point where you take profit not for going long... you dont know what news is comming next! Sell the news...
","Dec 03, 2018 8:21AM ET",
2674,"Its an extreme buy here if you have your savings aside take all of them and buy, you will close the trade at least tomorrow and you will celebrate the entire December. This will either reach 400 or just below from here.just be mindful stop loss be kept at ...Show more
","Dec 03, 2018 4:28AM ET",
2675,"Tesla stock up 4% on pre-market.
","Dec 03, 2018 4:05AM ET",
2676,"Trump tweet that china will cut tarrifs on car has BMW jump 7% on opening. Expecting similar from Tesla. However take into account that no one has confirmed this tweet to be the truth! Hope to get a confirmation before market opens...
","Dec 03, 2018 3:36AM ET",
2677,"Germany Tesla stock up 2.19% at opening bell on Monday.
","Dec 03, 2018 2:35AM ET",
2678,"US will hold off on raising China tariffs to 25% as Trump and Xi agree to a 90-day trade truce. Possible market rally on Monday.
","Dec 02, 2018 3:21AM ET",
2679,"The Tesla car can function as a boat for brief periods of time.
","Dec 01, 2018 7:05AM ET",
2680,"good finaly speed up the production of model 3 and finish this 300k reservation so we can see how many new orders they will get!this is taking to long!
","Nov 30, 2018 1:56PM ET",
2681,"So now we now why is up.. Aparently Tesla reached a production of 1000 M3 per day!!!
","Nov 30, 2018 12:32PM ET",
2682,"convertible bonds will be exprired soon, strick at 356.78. they have to bump the stock price above it, if not they will face high interest rate debt.
","Nov 30, 2018 10:40AM ET",
2683,"and why does it suddenly go up? :p i will never understand this stock
","Nov 30, 2018 10:10AM ET",
2684,"sell
","Nov 30, 2018 5:49AM ET",
2685,"Any thoughts on technical analysis for today/rest of the week? To be honest i was clealy wrong about the way this was going, but I still do not see how this Top Forming will go up?
","Nov 29, 2018 3:33AM ET",
2686,"tsla is a boring company buy NIO!!
","Nov 28, 2018 10:22AM ET",
2687,"It bounced off the first resistance, probably going to test it again a few times. Still not sure whether we go up, down or neutral ;)
","Nov 28, 2018 9:37AM ET",
2688,"If you are trading based on daily short term, you may check out Germany’s Tesla stock which opened earlier than US. That way, you have a general idea what the sentiments is going, green or red.
","Nov 28, 2018 2:39AM ET",
2689,"Tesla going down, if you planning to buy still have 3 separate trades buy 2 and sell 1 to absorb the depth of loss, thank me later
","Nov 27, 2018 11:09PM ET",
2690,"First things people stop buying when there is a recession comming are cars, i think the whole car industry is about to thumble... Tesla will be no exception!
","Nov 27, 2018 8:04PM ET",
2691,"The shorts should remember ""He that sells what isn't hisin , buys it back or goes to prison""
","Nov 27, 2018 11:45AM ET",
2692,"This can so go both ways.. Technical analysis is rather neutral.. Exciting days to come :)
","Nov 27, 2018 11:24AM ET",
2693,"Tesla is soon going to have more employees than General Motors. What is unthinkable just became an reality. Reminds everyone of Apple and Nokia.
","Nov 27, 2018 8:28AM ET",
2694,"No idea what the effect will be of this article, but we all had time to abandon the ship :p. . https://www.cnbc.com/2018/11/27/tesla-china-sales-drop-sharply-in-october-says-auto-industry-body.html
","Nov 27, 2018 3:31AM ET",
2695,"What a day!
","Nov 26, 2018 3:58PM ET",
2696,"Okay Tesla bagholders, question for you. Thoughts on EV using 2x the oil that diesel uses? This is something that the market seems to be missing. I.e. What is the source of the power that charges the batt? https://www.finitespaces.com/2018/02/14/electric-c...Show more
","Nov 26, 2018 2:41PM ET",
2697,"cover your shorts or go broke!
","Nov 26, 2018 2:32PM ET",
2698,"target price $ 420. . . luck in advance
","Nov 26, 2018 1:41PM ET",
2699,"Y WERE WARNED
","Nov 26, 2018 12:49PM ET",
2700,"TP 280
","Nov 26, 2018 12:47PM ET",
2701,"LAST EXİT BULLS
","Nov 26, 2018 12:47PM ET",
2702,"strng sell
","Nov 26, 2018 12:08PM ET",
2703,"The short sellers all have reasons why it should go down. Too bad for them it's going up!
","Nov 26, 2018 10:40AM ET",
2704,"US has NO other option than tradewar anymore....
","Nov 26, 2018 10:15AM ET",
2705,"I think it looks bearish short term. China play will be more difficult if trade tensions continue.  It doesn't benefit neither the US nor China to engage in a trade war, but this is a power game, and power games create economic inefficiencies by definition...Show more
","Nov 26, 2018 9:09AM ET",
2706,"Elon Musk says je have 70% chance to get on Mars. that makes 85% chance to make TSLA the first vehicle dealership on Mars... right?
","Nov 26, 2018 7:50AM ET",
2707,"Resistance at 330.9 and support at 310.70. Exciting day for both bulls and bears to see if resistance will be breached ;)
","Nov 26, 2018 7:09AM ET",
2708,"The market has corrected last week. $TSLA is a good long bet, and Baillie Gifford, Investment Compant of the Year, took the opportunity to add on to its stake. Nothing wrong in wishing Tesla will drop, but just be smart with your own money. No online anony...Show more
","Nov 26, 2018 5:42AM ET",
2709,"Maggie... I agree car companies were small and in debt, but that was many years ago. Now car production is a pure numbers game. Pagani survives by selling 20 cars at 1.5m each and Toyota survives selling 1.5m at 20k each. . Tesla, if not sold and soon will...Show more
","Nov 25, 2018 3:01PM ET",
2710,"Qing Tao Energy... a game changer or a hoax? ... TSLA factory in China probably to generate cooperation in case of that being a game changer. worth to deepen into the story. Qing Tao Energy
","Nov 25, 2018 7:54AM ET",
2711,"""overreacted to oil prices"". Under reaction to competition from the ""real"" car companies..  Tesla is a nice idea but ultimately it will have to be sold or will go the way of Nokia.
","Nov 24, 2018 8:28AM ET",
2712,"hopefully sort itself out by monday
","Nov 23, 2018 1:02PM ET",
2713,"overreacted to oil prices
","Nov 23, 2018 1:00PM ET",
2714,"ive been on the wrong end of both these big moves, bad times
","Nov 23, 2018 12:43PM ET",
2715,"ive been on the wrong end of both these big moves, bad times.
","Nov 23, 2018 12:41PM ET",
2716,"So little activity in this comment section...
","Nov 23, 2018 12:26PM ET",
2717,"330 resistance has been broken, theoretical next stop at +- 265
","Nov 23, 2018 11:16AM ET",
2718,"The stock is below 330 as of now, after having reached 367 last week
","Nov 23, 2018 10:18AM ET",
2719,"I had stated earlier that I thought the batteries in the Tesla would likely need to be replaced about every 5-7 years. turns out it's actually 18 months. that's worse than my cellphone. I wonder how much replacements cost.
","Nov 21, 2018 3:44PM ET",
2720,"Support at 330, resistance at 348.. Place your bets right ;)
","Nov 21, 2018 1:10PM ET",
2721,"because it is crazy...
","Nov 21, 2018 11:35AM ET",
2722,"why TSLA is dropping so much today?
","Nov 21, 2018 10:56AM ET",
2723,"Most get at least one, as soon as I get the money. I'm just worried would someone sell his stock. Are these easy to get? I'm going to keep mine if I get it, and I would think everyone else are keeping too. I am new here.
","Nov 21, 2018 9:30AM ET",
2724,"target price $ 420
","Nov 20, 2018 3:45PM ET",
2725,"12/1/2018 we will know how long the tesla stocks will be
","Nov 20, 2018 2:04PM ET",
2726,"This is not a stock, this is a monster!
","Nov 20, 2018 10:38AM ET",
2727,"hello everyone, today acquired 300 more ... best regards
","Nov 20, 2018 7:45AM ET",
2728,"Seems this is the ,most stable company in nasdaq.. Perfect balance sheet
","Nov 20, 2018 7:04AM ET",
2729,"TSLA short interest is $10.19 bn, 28.75 mm shares shorted, 22.36% of float. Stock borrow supply has been replenished by steady Tesla buy-to-covers, -6.0 mm shares since The Tweet &amp; -1.2mm in Nov, it is now almost a General Collateral stock borrow. Saw more...Show more
","Nov 20, 2018 4:49AM ET",
2730,"360 will be tested again, at least for few more times. If it doesnt break, it won’t be too late to short either. Too big a risk for short squeeze imo.
","Nov 20, 2018 2:50AM ET",
2731,"Global slowdown, increased competition, elon twitter -&gt; short
","Nov 20, 2018 1:16AM ET",
2732,"The most robust one in Nasdaq. Nice.
","Nov 19, 2018 5:11PM ET",
2733,"Short!!!
","Nov 19, 2018 4:13PM ET",
2734,"LET'S GO TESLA
","Nov 19, 2018 3:05PM ET",
2735,"Tesla greatest company since Ford Motor they also own Solar City another great company. This stock will go up 20 times in the next 10 years. roll your eyes back and buy it!
","Nov 19, 2018 2:59PM ET",
2736,"No trust for Tesla
","Nov 19, 2018 1:35PM ET",
2737,"The odds of Tesla sustaining this quite slim if I may ask.. But this can all change in a few years, so expect them to reach a point and then probably they will drop (after 4-5 years) . It's incredible how fast a company can be dropped in a matter of years
","Nov 19, 2018 12:21PM ET",
2738,"sox index low, how could the electronic cars do well? big conflict here.
","Nov 19, 2018 11:46AM ET",
2739,"Bull market ending, now we will see if tesla model is really sustainable...no more money. I Don't say the bears are right I m just saying the moment of truth is very near right now….
","Nov 19, 2018 11:38AM ET",
2740,"BUY NIO!! China give $10k credit to buy ev .TSLA is running out of credit soon. Nio $100 soon!
","Nov 19, 2018 9:53AM ET",
2741,"Maybe the news that Goshn is leaving Renaul-Nissan is seen as positive for other car company´s like Tesla and Toyota are up, but Renault is down today around 10%
","Nov 19, 2018 9:45AM ET",
2742,"Momentum is key. A lot of pro-news about Tesla recently to push us to new ATH. Europe market expanding, positive reviews for filter systems in CA tragic, news about freight-trucks, etc.
","Nov 19, 2018 9:11AM ET",
2743,"Once upon a time, I read about a Maggie was buying a Tesla without knowing the model.
","Nov 19, 2018 1:38AM ET",
2744,"I saw my first Tesla today. I don't know what model exactly, I would have to look online. why it's so tall I don't know. it happened to be driving next to a Toyota sedan maybe a Camry. the Honda was considerably wider and much shorter overall. think the hi...Show more
","Nov 18, 2018 6:47PM ET",
2745,"tesla maybe 360 then down to test 320
","Nov 17, 2018 1:50PM ET",
2746,"god saves the braves
","Nov 16, 2018 9:52AM ET",
2747,"“We bought some trucking companies &amp; secured contracts with major haulers to avoid trucking shortage mistake of last quarter.” - Elon Musk
","Nov 16, 2018 1:17AM ET",
2748,"I never seen TSLA so stable. It's been two weeks without major movements. Looks like calm before storm.
","Nov 16, 2018 12:54AM ET",
2749,"$TSLA short interest is $10.02 billion, 29.14 million shares shorted, 22.66% of float. Net short activity was been flat this week, with only 15k shares covered as #Tesla's stock price fell by less than 1%. Shorts are down $-200.3 million in mark-to-market ...Show more
","Nov 15, 2018 11:11PM ET",
2750,"-5% tomorrow?
","Nov 15, 2018 8:22PM ET",
2751,"Tesla has some problem slowing down their production for this Q4
","Nov 15, 2018 8:20PM ET",
2752,"Tesla has some problem about cost
","Nov 15, 2018 4:36PM ET",
2753,"Tesla 3 has cold weather issues
","Nov 15, 2018 12:04PM ET",
2754,"Better spread..
","Nov 15, 2018 11:40AM ET",
2755,"Today call..
","Nov 15, 2018 11:20AM ET",
2756,"Today Short..
","Nov 15, 2018 10:53AM ET",
2757,"Model 3 is starting to show up across Europe!. Good luck short's.....
","Nov 14, 2018 1:50PM ET",
2758,"Today im short on Tesla.
","Nov 14, 2018 7:37AM ET",
2759,"SpaceX's Falcon 9 certified to launch NASA's flagship scientific spacecraft, paving the way for Falcon Heavy.
","Nov 13, 2018 10:06PM ET",
2760,"every time I come here I fee like I am at a religious forum
","Nov 13, 2018 12:19PM ET",
2761,"all I have to say is when I look at Tesla I can't help but to think of Enron. Therefore I approach this particular stock with caution and my eyes wide open.
","Nov 13, 2018 8:35AM ET",
